ID,Property Title,Description,City,Province,Postal Code,Number Of People,Number Of Pets,Bathroom Occupants,Price,Utilities Fees,Total,Available From,Status,Property Type,Property Size,Space Type,Host Prefers,Facilities,Household Items,Occupants,Furnishing Level,Furnishings,Bed Type,Safety Features,Amenities,House Rules,Shared Spaces,Bathroom Type,City_clean
990,clean bedroom in hamilton ont,"i have my 4 sons live with me,they all work and attend school.We have 4 pets,2 cats and 2 dogs",Hamilton,ON,L8K 3P1,,,1,880.0,120.0,1080.0,2022-01-21,deleted,House,,,,,,,,"['Bedding', 'Blankets', 'Pillows', 'Hangers', 'Television', 'Closet', 'Drawers']",Single bed,"['Fire Extinguisher', 'Smoke Detector', 'Carbon Monoxide Detector', 'First aid kit', 'Door lock']","['Free parking on site', 'Street parking', 'Stove and oven', 'Fridge', 'Dishwasher', 'Microwave', 'Washer', 'Dryer', 'Air conditioner', 'wifi', 'Cable / Satellite', 'Tv', 'Window covering', 'Fenced yard', 'Kitchenware', 'Iron']","['No smoking', 'No shoes inside', 'Keep spaces clean', 'Notice on visitors', ""Policy on visitor's stay""]",,,Hamilton
991,,,,,,,,1,660.0,90.0,810.0,2022-01-24,deleted,Other,,,,,,,,,,,,,,,
992,,,,,,,,1,660.0,90.0,810.0,2022-01-30,deleted,Other,,,,,,,,,,,,,,,
993,,,,,,,,1,440.0,60.0,540.0,2022-03-01,deleted,Other,,,,,,,,,,,,,,,
994,clean bed room Oakfield Dr SW,this is 2 bedroom apartment  i am retiring i would like to share because help me pay my bill,Calgary,AB,T2W 4T1,,,1,647.0,88.0,793.8,2022-01-18,listed,Apartment,,,,['Elevator'],"['Pantry Items', 'Condiments', 'Laundry Detergent', 'Dish Detergent', 'Toilet Paper']",,,"['Blankets', 'Towels', 'Pillows', 'Desk', 'Hangers', 'Television', 'Closet', 'Drawers', 'Lamp']",King bed,"['Fire Extinguisher', 'Smoke Detector', 'Carbon Monoxide Detector', 'First aid kit', 'Door lock']","['Free parking on site', 'Stove and oven', 'Fridge', 'Microwave', 'Washer', 'Dryer', 'wifi', 'Cable / Satellite', 'Tv', 'Window covering', 'Blow dryer', 'Kitchenware', 'Iron', 'Blow dryer']","['No smoking', 'No alcohol', 'Keep spaces clean', 'Notice on visitors']",,,Calgary
995,Quite Descent Bedrooms,"Chestermere is a gorgeous quiet place to live with lots of activities you can do all season–fishing, boating, lakeside picnic, swimming, snow mobile, etc. My house is 5 minutes’ walk to the lake and 25 minutes’ drive to downtown.

I’m looking for two single female (or Filipina) working professional or a full-time university student down-to-earth person to rent my two rooms upstairs. My home is a non-smoking, alcohol, drug free and non-party home. You must be a be a working professional or full-time university student. 

Serious enquiries only. One month security deposit of $500.00, and one-month advance rental of $500.00. is required. Rental includes electricity, heat, water, and internet. Extra features include a gym at the bonus room, deck to relax and large backyard.",Chestermere,AB,T1X 1S5,,,1,440.0,60.0,540.0,2022-03-01,listed,House,,,,['Gym'],"['Dish Detergent', 'Toilet Paper']",,,"['Hangers', 'Closet', 'Drawers']",Queen bed,"['Fire Extinguisher', 'Smoke Detector', 'Carbon Monoxide Detector', 'First aid kit', 'Security alarm']","['Street parking', 'Stove and oven', 'Fridge', 'Dishwasher', 'Microwave', 'Washer', 'Dryer', 'Fireplace', 'wifi', 'Cable / Satellite', 'Tv', 'Window covering', 'Fenced yard', 'Private entry', 'Kitchenware', 'Iron']","['No smoking', 'No alcohol', 'Quiet hours', 'Keep spaces clean', 'Notice on visitors', ""Policy on visitor's stay""]",,,Chestermere
996,,,,,,,,1,647.0,88.0,793.8,2022-01-18,deleted,Other,,,,,,,,,,,,,,,
997,,,,,,,,1,647.0,88.0,793.8,2022-01-19,deleted,Other,,,,,,,,,,,,,,,
998,Room for rent in shared Sundance Ridge condominium,"Room for rent in shared 2 bedroom / 2 bathroom Sundance Ridge condominium. 145 Sq. Ft. Room / 1019 Sq. Ft. Condo. Private bathroom with soaker tub. Bright southern exposure with mountain and valley views. Close to walking trails, lake, golf and other amenities. Seasonal outdoor pool and hot tub. Furnished with Queen bed, nightstand and desk. Flexible rental term. $850 per month + 1/2 month DD. Includes internet + utilities.",West Kelowna,BC,V4T 3E8,,,1,748.0,102.0,918.0,2022-01-19,draft,Apartment,,,,"['Swimming pool', 'Shared hot tub', 'Storage locker', 'Elevator']","['Pantry Items', 'Condiments', 'Dish Detergent', 'Toilet Paper']",,,"['Bedding', 'Blankets', 'Towels', 'Pillows', 'Desk', 'Hangers', 'Closet', 'Drawers']",Queen bed,"['Smoke Detector', 'Door lock']","['Street parking', 'Stove and oven', 'Fridge', 'Dishwasher', 'Microwave', 'Washer', 'Dryer', 'Air conditioner', 'wifi', 'Tv', 'Window covering', 'Kitchenware']","['No smoking', 'Keep spaces clean', 'Notice on visitors']",,,West Kelowna
999,"Clean room, unfurnished room in the country",,Port Caledonia,NS,B1A 6V8,,,1,440.0,60.0,500.0,2022-01-25,listed,House,,,,,"['Laundry Detergent', 'Dish Detergent', 'Toilet Paper']",,,"['Bedding', 'Blankets', 'Television', 'Closet']",,"['Fire Extinguisher', 'Smoke Detector', 'Carbon Monoxide Detector', 'First aid kit']","['Free parking on site', 'Stove and oven', 'Fridge', 'Microwave', 'Washer', 'Dryer', 'Air conditioner', 'wifi', 'Cable / Satellite', 'Tv', 'Window covering', 'Kitchenware']","['No smoking', 'No shoes inside', 'Notice on visitors', ""Policy on visitor's stay"", 'Scent free']",,,Caledon
1000,"Furnished room with double bed, desk & TV","Home is the top half of a duplex one level there is a backyard with a cherry tree walking distance to bus, Starbucks, river. Nice & bright sunny warm - air conditioning in the summer nice kitchen and bathroom, New carpet in the bedrooms and  freshly painted.",Kamloops,BC,V2B 1W8,,,1,748.0,102.0,918.0,2022-02-01,draft,Townhouse,,,,,['Toilet Paper'],,,"['Bedding', 'Blankets', 'Pillows', 'Desk', 'Hangers', 'Television', 'Closet', 'Drawers']",Double bed,"['Fire Extinguisher', 'Smoke Detector', 'Carbon Monoxide Detector', 'First aid kit', 'Door lock']","['Street parking', 'Stove and oven', 'Fridge', 'Dishwasher', 'Microwave', 'Washer', 'Dryer', 'Air conditioner', 'wifi', 'Tv', 'Window covering', 'Kitchenware', 'Iron']","['No smoking', 'No shoes inside', 'Keep spaces clean', ""Policy on visitor's stay""]",,,Kamloops
1001,Clean bedroom in a beautiful community,"Great home, easy going . I have a furnished bedroom available. Park out my back gate! , blocks away from FishCreek Park. Transit close by takes you to LRT. 
Within walking distance to all shopping, and restaurants  
Easy access to get in and out of town. 25 minutes to airport",Calgary,AB,T2Z 3N5,,,1,554.0,76.0,680.4,2022-07-10,listed,House,,,,,"['Pantry Items', 'Condiments', 'Laundry Detergent', 'Dish Detergent', 'Toilet Paper']",,,"['Bedding', 'Blankets', 'Towels', 'Pillows', 'Desk', 'Hangers', 'Closet', 'Drawers', 'Lamp', 'Fridge']",Double bed,"['Smoke Detector', 'Carbon Monoxide Detector', 'First aid kit', 'Door lock', 'Security alarm']","['Street parking', 'Stove and oven', 'Fridge', 'Dishwasher', 'Microwave', 'Washer', 'Dryer', 'Fireplace', 'wifi', 'Window covering', 'Fenced yard', 'Blow dryer', 'Kitchenware', 'Iron']","['No smoking', 'Quiet hours', 'No shoes inside', 'Keep spaces clean', 'Notice on visitors', ""Policy on visitor's stay"", 'Scent free']",,,Calgary
1002,Single bedroom with shared bathroom for student or working lady,Single bedroom for single lady or female student.,Toronto/North York,ON,M9N 0A4,,,1,800.0,0.0,864.0,2023-01-01,draft,Townhouse,,,,,,,,"['Bedding', 'Blankets', 'Pillows', 'Desk', 'Hangers', 'Closet', 'Drawers', 'Lamp']",Single bed,"['Smoke Detector', 'Carbon Monoxide Detector', 'Door lock']","['Stove and oven', 'Fridge', 'Microwave', 'Washer', 'Dryer', 'Air conditioner', 'wifi', 'Window covering', 'Private entry', 'Kitchenware']","['No smoking', 'No alcohol', 'No shoes inside', 'Keep spaces clean']",,,Toronto
1003,Bedroom in family home,"We have two young kids (4 & 5) and two cats so it can definitely be chaotic when everyone is home but we’re friendly and relatively easy going—you’re free to make use of the kitchen, living room, dining room and the kids play room is free for you to use when they are at school or after they go to bed (7/7:30) if you want to have your own space to have a couple of friends over, etc.

One parent works from home so you won’t often have the house to yourself but we’ll leave you alone or invite you to hang out with us according to your preferences.",Hamilton,ON,L8W 2G7,,,1,440.0,60.0,540.0,2022-05-01,deleted,House,,,,,"['Pantry Items', 'Laundry Detergent', 'Dish Detergent', 'Toilet Paper']",,,"['Closet', 'Drawers', 'Fridge']",Twin bed,"['Fire Extinguisher', 'Smoke Detector', 'Carbon Monoxide Detector', 'Security alarm']","['Street parking', 'Stove and oven', 'Fridge', 'Dishwasher', 'Microwave', 'Washer', 'Dryer', 'Air conditioner', 'Fireplace', 'wifi', 'Tv', 'Window covering', 'Kitchenware', 'Blow dryer']","['No smoking', 'Quiet hours', 'No shoes inside', 'Keep spaces clean', ""Policy on visitor's stay""]",,,Hamilton
1004,Cozy Bedroom with a Double Bed located in Toronto near Centennial College,"Located near Centennial College Progress and Morningside Campus and the University of Toronto Scarbrough.

The main intersection is Neilson Rd. and Military Trail.

The room is fully furnished and comes with a double bed and computer desk. The washroom, the kitchen, dining, living room and powder room will be shared. The laundry is in the basement. 


All utilities are included
A 5-minute walk from the bus stop
A 10 Minute walk from Food Basics, Dollarama, Tim Hortons, Wendys, and Subway Sandwich
Close to Scarborough Town Centre, Banks, Church, and Hospital

*Room is Move-in ready and available for urgent tenancy

*Be aware that I have an adorable and cute dog.",Toronto,ON,M1E 4E4,,,1,502.0,68.0,615.6,2022-01-24,draft,Townhouse,,,,,"['Pantry Items', 'Condiments', 'Dish Detergent', 'Toilet Paper']",,,"['Bedding', 'Blankets', 'Towels', 'Pillows', 'Desk', 'Hangers', 'Closet', 'Drawers', 'Lamp']",Double bed,"['Smoke Detector', 'First aid kit', 'Door lock']","['Stove and oven', 'Fridge', 'Dishwasher', 'Microwave', 'Washer', 'Dryer', 'Air conditioner', 'wifi', 'Tv', 'Window covering', 'Blow dryer', 'Kitchenware', 'Blow dryer']","['No smoking', 'No shoes inside', 'Keep spaces clean', 'Notice on visitors', ""Policy on visitor's stay""]",,,Toronto
1005,Private room with own bathroom,"Downtown Langley near shops, restaurants, the bus exchange. Steps away from Kwantlen KPU Langley campus.",Langley,BC,V3A 9J6,,,1,704.0,96.0,864.0,2022-03-01,deleted,Apartment,,,,,"['Pantry Items', 'Condiments', 'Dish Detergent']",,,['Closet'],,"['Fire Extinguisher', 'Smoke Detector', 'Carbon Monoxide Detector', 'First aid kit']","['Street parking', 'Stove and oven', 'Fridge', 'Dishwasher', 'Microwave', 'Washer', 'Dryer', 'Air conditioner', 'Fireplace', 'wifi', 'Cable / Satellite', 'Tv', 'Kitchenware']",,,,Langley
1006,"Bright , cozy room with Panoramic view",A furnished room in a two bedroom apartment steps away from Skytrain station located near all amenities and SFU . All utilities are included.,Surrey,BC,V3T 0A8,,,1,1380.0,0.0,1490.4,2022-02-02,draft,Apartment,,,,"['Wheelchair accessible', 'Gym', 'Common lounge', 'Onsite management', 'Elevator']",,,,"['Bedding', 'Blankets', 'Towels', 'Pillows', 'Desk', 'Television', 'Closet', 'Drawers', 'Lamp']",Single bed,"['Fire Extinguisher', 'Smoke Detector', 'Carbon Monoxide Detector', 'Security alarm']","['Free parking on site', 'Street parking', 'Stove and oven', 'Fridge', 'Dishwasher', 'Microwave', 'Washer', 'Dryer', 'Air conditioner', 'wifi', 'Cable / Satellite', 'Tv', 'Window covering', 'Blow dryer', 'Kitchenware', 'Iron', 'Blow dryer']","['No smoking', 'Keep spaces clean', 'Notice on visitors', ""Policy on visitor's stay"", 'Scent free']",,,Surrey
1007,Immel House Room #1 with private 2 piece washroom,"Our home is close to walking paths; coffee shop; grocery; schools and bus stop. You will be sharing the house with 2 other guests, myself and my spouse.  Off-street parking. Shared bathroom and common areas.",Abbotsford,BC,V2S 4T5,,,1,669.0,91.0,820.8,2022-08-15,draft,House,,,,['Common lounge'],,,,"['Bedding', 'Blankets', 'Pillows', 'Desk', 'Closet', 'Lamp']",Queen bed,"['Fire Extinguisher', 'Smoke Detector', 'First aid kit', 'Door lock', 'Security alarm']","['Street parking', 'Stove and oven', 'Fridge', 'Microwave', 'Washer', 'Dryer', 'wifi', 'Cable / Satellite', 'Tv', 'Fenced yard', 'Kitchenware']","['No smoking', 'No alcohol', 'Quiet hours', 'No shoes inside', 'Keep spaces clean', 'Notice on visitors', ""Policy on visitor's stay""]",,,Abbotsford
1008,"clean, new bed, windows open, blackout blinds, desk","very clean, quiet, parking with plug in available, yard, bbq, garage if needed to use, air cond., wifi, internet, washer and drier",Glenboro,MB,R0K 0X0,,,1,396.0,54.0,486.0,2022-02-01,deleted,House,,,,,"['Pantry Items', 'Condiments', 'Laundry Detergent', 'Dish Detergent', 'Toilet Paper']",,,"['Bedding', 'Blankets', 'Towels', 'Pillows', 'Desk', 'Television', 'Drawers', 'Lamp']",Twin bed,"['Fire Extinguisher', 'Smoke Detector', 'Carbon Monoxide Detector', 'First aid kit']","['Free parking on site', 'Stove and oven', 'Fridge', 'Microwave', 'Washer', 'Dryer', 'Air conditioner', 'Fireplace', 'wifi', 'Tv', 'Window covering', 'Kitchenware', 'Iron']","['No smoking', 'Quiet hours', 'Keep spaces clean']",,,Glenboro
1009,Immel House Room #2,"Our home is close to walking paths; coffee shop; grocery; schools and bus stop. You will be sharing the house with 2 other guests, myself and my spouse. Off-street parking. Shared bathroom and common areas.",Abbotsford,BC,V2S 4T5,,,1,700.0,0.0,756.0,2022-08-15,listed,House,,,,"['Common lounge', 'Onsite management']",,,,"['Bedding', 'Blankets', 'Pillows', 'Desk', 'Hangers', 'Closet', 'Lamp']",Single bed,"['Fire Extinguisher', 'Smoke Detector', 'First aid kit', 'Door lock', 'Security alarm']","['Street parking', 'Stove and oven', 'Fridge', 'Microwave', 'Washer', 'Dryer', 'wifi', 'Cable / Satellite', 'Tv', 'Window covering', 'Fenced yard', 'Kitchenware']","['No smoking', 'No alcohol', 'Quiet hours', 'No shoes inside', 'Keep spaces clean', 'Notice on visitors', ""Policy on visitor's stay""]",,,Abbotsford
1010,Immel House Room #3,"Our home is close to walking paths; coffee shop; grocery; schools and bus stop. You will be sharing the house with 2 other guests, myself and my spouse. Off-street parking. Shared bathroom and common areas.",Abbotsford,BC,V2S 4T5,,,1,700.0,0.0,756.0,2022-08-15,listed,House,,,,"['Common lounge', 'Onsite management']",,,,"['Bedding', 'Blankets', 'Pillows', 'Desk', 'Closet', 'Lamp']",Double bed,"['Fire Extinguisher', 'Smoke Detector', 'First aid kit', 'Door lock', 'Security alarm']","['Street parking', 'Stove and oven', 'Fridge', 'Microwave', 'Washer', 'Dryer', 'wifi', 'Cable / Satellite', 'Tv', 'Window covering', 'Fenced yard', 'Kitchenware']","['No smoking', 'No alcohol', 'Quiet hours', 'No shoes inside', 'Keep spaces clean', 'Notice on visitors', ""Policy on visitor's stay""]",,,Abbotsford
1011,Fully loaded glass shower steam room bathroom vanity huge bathroom . Beautiful fully furnished decorated room with TV and king bed  sofa night tables closet radiant floor heating with inroom individua,"The master gust king bed room is in the basement fully furnished with top elegant furniture. It’s a Spanish Villa design. Entire basement entertainment area is accessible pool
Table bar area ping table movie media room . Kitchen is upstairs to use if needed .one car space in the garage .",Ottawa,ON,K2S 1W5,,,1,968.0,132.0,1188.0,2022-02-20,draft,House,,,,['Sauna'],,,,"['Bedding', 'Blankets', 'Television', 'Closet', 'Drawers', 'Lamp', 'Fridge']",King bed,"['Fire Extinguisher', 'Smoke Detector', 'Carbon Monoxide Detector', 'First aid kit', 'Door lock', 'Security alarm']","['Free parking on site', 'Stove and oven', 'Fridge', 'Dishwasher', 'Microwave', 'Washer', 'Dryer', 'Air conditioner', 'wifi', 'Tv', 'Window covering', 'Fenced yard', 'Kitchenware', 'Iron', 'Blow dryer']","['No smoking', 'Quiet hours', 'No shoes inside', 'Keep spaces clean', 'Notice on visitors', ""Policy on visitor's stay""]",,,Ottawa
1012,Quaint,"3420 ovila hamel street 
Saint Hubert Quebec 
J3Y 8P4",Longueuil,QC,J3Y 8P4,,,1,880.0,120.0,1080.0,2022-01-25,listed,House,,,,,"['Pantry Items', 'Condiments', 'Laundry Detergent', 'Dish Detergent', 'Toilet Paper']",,,"['Bedding', 'Blankets', 'Towels', 'Pillows', 'Hangers', 'Closet', 'Drawers']",Queen bed,"['Fire Extinguisher', 'Smoke Detector', 'First aid kit']","['Free parking on site', 'Street parking', 'Stove and oven', 'Fridge', 'Dishwasher', 'Microwave', 'Washer', 'Dryer', 'Air conditioner', 'Fireplace', 'wifi', 'Cable / Satellite', 'Tv', 'Swimming pool', 'Window covering', 'Fenced yard', 'Blow dryer', 'Kitchenware']","['No smoking', 'No alcohol', 'No shoes inside', 'Notice on visitors']",,,Longueuil
1013,Room in Clean Cozy Home- Close to Downtown and Hospital,"Kelowna - Furnished Room in Clean Cozy Home- Close to Hospital/ Downtown.
Ideal for female professional, student doing preceptorship, or international students.
Central location - a short walk to beach, hospital, restaurants and shops.
2 Bed, 1 Bath Home
Shared living area, kitchen, bathroom, laundry.
Available monthly or varying terms -short or long.
2 friendly cats live in the home.
PM for more info!",Kelowna,BC,V1Y 1H3,,,1,741.0,101.0,909.36,2022-11-02,draft,Townhouse,,,,,['Dish Detergent'],,,"['Bedding', 'Blankets', 'Towels', 'Pillows', 'Desk', 'Hangers', 'Closet', 'Drawers', 'Lamp']",Single bed,"['Fire Extinguisher', 'Smoke Detector', 'Carbon Monoxide Detector', 'First aid kit', 'Door lock']","['Free parking on site', 'Street parking', 'Stove and oven', 'Fridge', 'Microwave', 'Washer', 'Dryer', 'Air conditioner', 'wifi', 'Tv', 'Window covering', 'Fenced yard', 'Private entry', 'Kitchenware']","['No smoking', 'Quiet hours', 'No shoes inside', 'Keep spaces clean', ""Policy on visitor's stay""]",,,Kelowna
